credit_provider_name;trading_names;registration_status;effective_date
"XISAPENI (PTY) LTD";"";"registered";"2017/02/09"
"O S Z TAYOB PIETERSBURG TRADING (PTY) LTD";"EH HASSIM";"registered";"2017/02/09"
"E H HASSIM HARDWARE (PTY) LTD";"E H HASSIM";"registered";"2017/02/09"
"INNOVATE CAPITAL SOLUTIONS (PTY) LTD";"";"registered";"2017/02/10"
"ILLOVO SUGAR (SOUTH AFRICA) (PTY) LTD";"";"registered";"2017/02/09"
"EDNA JORDAN ESTATES CC";"";"registered";"2017/01/13"
"THIVHAVHUDZI ARNOLD RATHOGWA";"";"registered";"2017/02/09"
"SIYACOCA CONSULTANTS AND PROJECT DEVELOPMENT MANAGERS CC";"SIYACO LOANS";"registered";"2017/02/08"
"VALKER TRADING (PTY) LTD";"CASH CRUSADERS KROONSTAD";"registered";"2017/02/13"
"HENNING PETRUS NICOLAAS PRETORIUS";"";"registered";"2017/02/14"
"PROSOMS CC";"CASH CRUSADERS";"registered";"2017/02/09"
"NATUROMED (PTY) LTD";"BLUE SKY FIN";"registered";"2017/02/07"
"MUWANANDILA TRADING (PTY) LTD";"";"registered";"2017/02/13"
"MASAIT GENERAL TRADING (PTY) LTD";"";"registered";"2017/02/07"
"LEDWABA FINANCIAL SOLUTIONS (PTY) LTD";"";"registered";"2017/02/20"
"NABBANJA TRADING CC";"";"registered";"2017/02/20"
"M I FINANCIAL SOLUTIONS (PTY) LTD";"";"registered";"2017/02/22"
"WEIR MINERALS AFRICA (PTY) LTD";"";"registered";"2017/02/20"
"HERMANUS JOHANNES SCHUTTE AND ELISSA LOOTS TRADING IN PARTNERSHIP";"FDS FINANCIAL DIVORCE SUPPORT";"registered";"2017/02/20"
"MARIUS PRETORIUS";"Pawn 4 Cash";"registered";"2017/02/21"
"ANNA MARIA RAUTENBACH";"";"registered";"2016/11/22"
"MANIC FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/02/22"
"PETRUS PAULUS VAN DER WALT";"";"registered";"2017/02/22"
"BINDULAVHATHU LIMITED";"SIBASA FURNISHERS";"registered";"2017/02/16"
"TAD MAR TRADING (PTY) LTD";"DAVID CASH LOAN";"registered";"2017/02/17"
"UD FURNITURE (PTY) LTD";"";"registered";"2017/02/17"
"GA LE BOE FELA FINANCIAL SERVICE CENTRE (PTY) LTD";"";"registered";"2017/02/22"
"HOUSING INVESTMENT PARTNERS TRUST NUMBER 3";"";"registered";"2017/02/20"
"SIS ENTERTAINMENT (PTY) LTD";"SBOZUMA CASH LOANS";"registered";"2017/02/20"
"S F B CONSTRUCTION (PTY) LTD";"";"registered";"2017/02/17"
"G G FAVIO (PTY) LTD";"GG FAVIO";"registered";"2017/02/17"
"SLIKSAM CASH LOANS (PTY) LTD";"";"registered";"2017/02/16"
"NGHOMILE MICRO LENDERS (PTY) LTD";"";"registered";"2017/02/04"
"SINOMTHA GENERAL TRADING ENTERPRISE (PTY) LTD";"SINOMTHA GENERAL TRADING ENTERPRISE (PTY) LTD";"registered";"2017/02/17"
"BAILEKAE TRADING CC";"BAILEKAE TRADING CC";"registered";"2017/02/14"
"MULIGI LOGISTICS (PTY) LTD";"MULIGI LOGISTICS (PTY) LTD";"registered";"2017/02/16"
"SS GENERAL SERVICES (PTY) LTD";"";"registered";"2017/02/27"
"KEDIDILOE TRADING AND PROJECTS (PTY) LTD";"KEN FINANCIAL SOLUTIONS";"registered";"2017/02/27"
"JUSTIN ANDREW MAGERMAN";"JM CASH LOANS";"registered";"2017/02/25"
"MAGOMOTSHA A AFRICA HOLDINGS (PTY) LTD";"MAGOMOTSHA FINANCIAL SERVICES";"registered";"2017/02/27"
"ARW FOREVER CASH SOLUTIONS (PTY) LTD";"";"registered";"2017/02/27"
"GUOYING XU";"";"registered";"2017/02/24"
"JIN LI DA TRADING (PTY) LTD";"KINGS CASH LOAN";"registered";"2017/02/24"
"BERTHIAN CAPITAL (PTY) LTD";"";"registered";"2017/02/24"
"ZIKKER (PTY) LTD";"ZIKKER CASH LOAN";"registered";"2017/02/27"
"THANDAZ TRADING AND OTHER PROJECTS (PTY) LTD";"";"registered";"2017/02/22"
"YEF FINANCE (PTY) LTD";"";"registered";"2017/02/27"
"MNOTHO WETHU CASH LOANS (PTY) LTD";"";"registered";"2017/02/27"
"KING'S LOAN CITY (PTY) LTD";"";"registered";"2017/02/27"
"MOHADA CONSTRUCTION AND FINANCIAL SERVICES CC";"";"registered";"2017/03/01"
"CEDE CAPITAL (PTY) LTD";"";"registered";"2017/03/01"
"SCF CAPITAL SOLUTIONS ( PTY ) LTD";"";"registered";"2017/03/01"
"SIMPLYFI (PTY) LTD";"";"registered";"2017/03/01"
"BELIEVE FINANCE (PTY) LTD";"BELIEVE FINANCE (PTY) LTD";"registered";"2017/02/27"
"SUPER KWIK FINANCE (PTY) LTD";"";"registered";"2017/02/27"
"CLAYVILLE GARDEN CITY HOUSING COMPANY (PTY) LTD";"";"registered";"2017/02/08"
"KAISANO FINANCE (PTY) LTD";"KAISANO FINANCE";"registered";"2017/02/27"
"LOOKAHEAD PROJECTS AND OTHER SERVICES (PTY) LTD";"";"registered";"2017/03/02"
"THE FINANCIAL STUDIO (PTY) LTD";"";"registered";"2017/02/26"
"RIMAMUSILU GENERAL TRADING (PTY) LTD";"RAMUNE CLUB";"registered";"2017/02/27"
"MAWANE FINANCIAL SERVICES AND CONSTRUCTION CC";"";"registered";"2007/05/18"
"LTKN TRADING (PTY) LTD";"LTKN Cash Loans";"registered";"2017/02/20"
"SPOORSTR 25 CASH LOANS CC";"";"registered";"2017/02/28"
"MARCH CASH LOANS AND TRADING (PTY) LTD";"";"registered";"2017/02/21"
"TSHEMONG GENERAL TRADING (PTY) LTD";"";"registered";"2017/03/02"
"NTANGA COMMUNICATIONS ENTERPRISE (PTY) LTD";"NTANGA COMMUNICATIONS ENTERPRISE (PTY) LTD";"registered";"2017/02/27"
"SOULIV BLUE (PTY) LTD";"";"registered";"2017/02/27"
"JUST TOUR CASH LOANS (PTY) LTD";"";"registered";"2017/02/27"
"TSHIMANGI ACCOMODATION AND CASH LOANS (PTY) LTD";"";"registered";"2017/03/01"
"S P H ELECTRICAL AND SERVICES (PTY) LTD";"";"registered";"2017/02/27"
"JOHANNES HENDRIK JACOBS";"JH JACOBS";"registered";"2017/03/03"
"GOLDEX 549 (PTY) LTD";"GOLDEX FINANCIAL SERVICES";"registered";"2007/08/12"
"DICEYBOYS CASH LOANS (PTY) LTD";"";"registered";"2017/02/21"
"WEDFIN (PTY) LTD";"";"registered";"2017/03/04"
"IVY S FINANCIAL SOLUTION (PTY) LTD";"";"registered";"2017/03/02"
"BOGOSI BUSINESS SERVICES (PTY) LTD";"EASY LOANS AND FINANCE";"registered";"2017/03/03"
"MARCH 3 (PTY) LTD";"M3 FINANCE";"registered";"2017/03/02"
"NDISMART TRADING ENTERPRISE (PTY) LTD";"";"registered";"2017/03/02"
"SIMADI CASH LOAN AND PROJECTS (PTY) LTD";"";"registered";"2017/03/02"
"I-HEALTH CARE SOLUTIONS (PTY) LTD";"HIS FINANCE";"registered";"2017/03/05"
"NOVA FINANCIAL SOLUTIONS (PTY) LTD";"NOVA FINANCIAL SOLUTIONS";"registered";"2017/03/01"
"PIQUETBERG WYNKELDERS (PTY) LTD";"";"registered";"2017/03/03"
"LETSATSI FINANCE AND LOAN (PTY) LTD";"";"registered";"2007/08/29"
"PIKET CASH LOANS (PTY) LTD";"PIKET CASH LOANS (PTY) LTD";"registered";"2017/03/03"
"MOTS GROUP (PTY) LTD";"";"registered";"2017/03/03"
"MAO ZHENG";"MONEY WISE CASH LOANS";"registered";"2017/03/02"
"ALBERTUS FERNANDUS KOTZE";"";"registered";"2017/02/25"
"YOCO TECHNOLOGIES (PTY) LTD";"";"registered";"2017/03/06"
"JFK LOANS (PTY) LTD";"";"registered";"2017/03/07"
"FERRY FINANCE (PTY) LTD";"";"registered";"2017/03/02"
"WENYUN LIN";"";"registered";"2017/03/02"
"MACJUL'S FINANCE CC";"EASY FINANCE";"registered";"2007/08/08"
"PHAPHAMA FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/03/08"
"ADARA CAPITAL MANAGEMENT CC";"";"registered";"2017/03/08"
"BUANG TRADING 16 CC";"";"registered";"2017/03/08"
"DAILY FINANCE (PTY) LTD";"";"registered";"2017/03/08"
"ENLIN TRADING CC";"";"registered";"2017/03/08"
"DENACO TRUST";"";"registered";"2017/03/06"
"CANZOSPARK (PTY) LTD";"";"registered";"2017/03/08"
"GUBIS85 SOLUTIONS (PTY) LTD";"GUBIS 85 SOLUTIONS (PTY) LTD";"registered";"2017/03/06"
"LADIES AND GENTLEMAN CASH LOANS CC";"";"registered";"2017/03/09"
"THOLA UNGCENDO (PTY) LTD";"";"registered";"2017/03/07"
"LLJ CASH LOANS CC";"";"registered";"2017/03/03"
"LAIQUAN CHEN (PTY) LTD";"LIN CASH LOANS";"registered";"2017/03/06"
"RED DOT INVESTMENTS (PTY) LTD";"";"registered";"2017/03/06"
"TIYISELANI CASH LOAN (PTY) LTD";"";"registered";"2017/03/07"
"BOSELE FINANCE (PTY) LTD";"";"registered";"2017/03/05"
"MOLOKS LEBABTHO (PTY) LTD";"";"registered";"2017/02/23"
"MUUNDISI CONSTRUCTION AND SUPPLY (PTY) LTD";"";"registered";"2017/03/09"
"K2016374715 (SOUTH AFRICA) (PTY) LTD";"";"registered";"2017/03/09"
"MBATHA85 GROUP (PTY) LTD";"";"registered";"2017/03/09"
"KALIMAMBO TRADING (PTY) LTD";"";"registered";"2017/03/07"
"BD FINANCE TRUST";"";"registered";"2007/07/07"
"MATHLABA WORK GROUP (PTY) LTD";"";"registered";"2017/03/09"
"THE PAISLEY TRUST";"";"registered";"2017/03/10"
"TIAWIZ (PTY) LTD";"CASH CRUSADERS FIELD STREET";"registered";"2017/03/06"
"KUKUZA INVESTMENT (PTY) LTD";"";"registered";"2017/03/15"
"SGANANDA FINANCIAL SERVICES CC";"";"registered";"2017/03/13"
"VIGILEM AFRICA (PTY) LTD";"OMAP FINANCE";"registered";"2017/03/13"
"MOBANANA CASH LOANS (PTY) LTD";"";"registered";"2017/03/13"
"MAMELLELO CASH LOANS (PTY) LTD";"";"registered";"2017/03/13"
"AKANI FINANCE (PTY) LTD";"";"registered";"2017/03/10"
"GORMEL FINANCE CC";"JAG LOANS";"registered";"2017/03/13"
"ARGAN ASSET RENTALS (PTY) LTD";"";"registered";"2017/03/08"
"GROFIN SGB (SOUTH AFRICA) (PTY) LTD";"";"registered";"2017/03/07"
"PROSPERITY BLACKMOON (PTY) LTD";"";"registered";"2017/03/02"
"VUNHLE BUSINESS ENTERPRISES (PTY) LTD";"";"registered";"2017/03/14"
"BELINDAN TRADING SOLUTIONS (PTY) LTD";"";"registered";"2017/03/13"
"LEANDRA INVESTMENTS (PTY) LTD";"";"registered";"2017/03/13"
"MAHLAULE FINACIAL SERVICES (PTY) LTD";"MAHLAULE FINANCIAL SERVICES (PTY) LTD";"registered";"2017/03/09"
"ZANDI PROJECTS (PTY) LTD";"USIZO FINANCE";"registered";"2017/03/15"
"UBUNTU CASH LOANS (PTY) LTD";"";"registered";"2017/02/14"
"INVESTEC BANK LIMITED";"";"registered";"2007/03/20"
"BUDIMAP TRADING CC";"BUDIMAP FINANCE SOLUTIONS";"registered";"2017/03/13"
"DRINK UP LIQUOR STORE (PTY) LTD";"";"registered";"2017/03/11"
"LCV INVESTMENTS (PTY) LTD";"PAYDAY ADVANCE";"registered";"2017/03/11"
"BTF FINANCE (PTY) LTD";"";"registered";"2017/03/14"
"IZI FINANCIAL SERVICE (PTY) LTD";"";"registered";"2017/03/17"
"KWIK FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/03/17"
"LERATO CREDIT MASTERS (PTY) LTD";"";"registered";"2017/03/16"
"TRYMORE FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/03/09"
"C V T FINANCE CC";"";"registered";"2007/08/16"
"NICOLETTE SCOTT";"";"registered";"2017/03/16"
"SUNGLIDE 74 (PTY) LTD";"COASTAL TOOL HIRE";"registered";"2017/03/09"
"ACORN MOBILE CASH LOANS (PTY) LTD";"AM CASH LOANS";"registered";"2017/03/16"
"MAMU ZONDIS CASH LOANS (PTY) LTD";"";"registered";"2017/03/15"
"JACOBUS MICHAEL BOSCH";"";"registered";"2017/03/16"
"CHARL VAN HEERDEN";"BALANI";"registered";"2017/03/20"
"MGOBO COASTAL FINANCE (PTY) LTD";"";"registered";"2017/03/18"
"LODEWIEKUS BOTES";"";"registered";"2017/03/13"
"GOLDEN MILE LOANS CC";"CASH 4 U";"registered";"2017/03/24"
"BLUE LINE BARGAIN SHOP (PTY) LTD";"";"registered";"2017/03/10"
"BLACK MOUNTAIN FINANCIAL SERVICES CC";"BMFS";"registered";"2017/03/23"
"MDLULI FINANCE (PTY) LTD";"";"registered";"2017/03/22"
"SKYFI INTERNET SOLUTIONS (PTY) LTD";"";"registered";"2017/03/20"
"SUSAN IRENE CRAIG";"";"registered";"2017/03/21"
"IZIGI TRADING SERVICES CC";"COME BACK LOANS";"registered";"2017/03/22"
"LONDEKA (PTY) LTD";"";"registered";"2017/03/15"
"KCA MICROFINANCE (PTY) LTD";"";"registered";"2017/03/19"
"SUN CASH LOANS (PTY) LTD";"";"registered";"2017/03/23"
"CRUPOL CASH LOANS (PTY) LTD";"";"registered";"2017/03/22"
"OMNI LOANS FINANCIAL SERVICES (PTY) LTD";"";"registered";"2007/08/14"
"YOUNG WOMEN IN BUSINESS NETWORK CO-OPERATIVE FINANCIAL INSTITUTION LTD";"YWBN CF1";"registered";"2017/03/22"
"CAROLINE 31 CC";"";"registered";"2017/03/20"
"HGG INVEST (PTY) LTD";"";"registered";"2017/03/27"
"BARATENG CASH LOANS ( PTY) LTD";"";"registered";"2017/03/20"
"REDFERN FINANCE CC";"ACTIVE CREDIT";"registered";"2017/03/27"
"IMLINGO TRADING AND PROJECTS CC";"";"registered";"2017/03/10"
"LIHLE EAZI CREDIT SOLUTIONS (PTY) LTD";"";"registered";"2017/03/28"
"LANGUTELANI TRADING ENTERPRISE (PTY) LTD";"";"registered";"2017/03/28"
"DIPUO NTHABI CASH LOAN (PTY) LTD";"";"registered";"2017/03/29"
"HRIH FAMILY UNIT (PTY) LTD";"";"registered";"2017/03/24"
"AMBER CASCADES TRADING 247 CC";"MERIT FINANCE";"registered";"2007/08/21"
"DELTA BLUE TRADING 20 CC";"";"registered";"2017/03/24"
"RANKATANA (PTY) LTD";"RANKATANA CASH LOANS";"registered";"2017/03/27"
"FZS CONSULTANT (PTY) LTD";"";"registered";"2017/03/24"
"IKENNA GENERAL TRADING (PTY) LTD";"IKE CASH LOANS";"registered";"2017/03/30"
"WISANI FINANCIAL SERVICES CC";"";"registered";"2017/03/23"
"EXOTIC FRUIT COMPANY (PTY) LTD";"FRUITCO";"registered";"2017/03/24"
"KWELA LOANS (PTY) LTD";"";"registered";"2017/03/30"
"AMUVHUPHA TRADING AND PROJECTS (PTY) LTD";"";"registered";"2017/03/30"
"DP LENINGS (PTY) LTD";"";"registered";"2017/03/31"
"FRONT ROW INVESTMENTS (PTY) LTD";"SIZA LOANS/PRINCESTON FINANCIAL SERVICES";"registered";"2017/03/30"
"DITSHEGO NTT ENTERPRISE (PTY) LTD";"DNTT CASH LOANS";"registered";"2017/04/03"
"SAMARITAN CASH LOAN (PTY) LTD";"";"registered";"2017/03/31"
"MNL CASH LOANS (PTY) LTD";"";"registered";"2017/04/03"
"THE LOAN COMPANY (PTY) LTD";"";"registered";"2017/03/31"
"THOLO HEALTH CONSULTANCY (PTY) LTD";"";"registered";"2017/04/04"
"DITHARI FUNDING (PTY) LTD";"";"registered";"2017/04/07"
"MMVK FINANCING (PTY) LTD";"";"registered";"2017/04/07"
"PALY CAPITAL (PTY) LTD";"";"registered";"2017/04/07"
"RURA CASH LOAN (PTY) LTD";"";"registered";"2017/03/29"
"SULNISA PROPERTY HOLDINGS (PTY) LTD";"";"registered";"2017/04/05"
"FLINT FINANCIAL SERVICES (PTY) LTD";"FLINTFIN";"registered";"2017/04/05"
"HANS BERGER FAMILY TRUST";"";"registered";"2017/04/03"
"RICHBEACLASEY PEAR ENTERPRISES (PTY) LTD";"";"registered";"2017/04/05"
"FAMA SUPPLIES (PTY) LTD";"FAST CASH";"registered";"2017/04/05"
"TSWAKO PHUTHANO GROUP (PTY) LTD";"TP FINANCIAL SOLUTIONS";"registered";"2017/04/04"
"ABRAM JOSIAH MOOKETSI";"EMPOWERING CASH LOANS";"registered";"2017/04/07"
"FREDDY TOMBSTONES AND TRADING (PTY) LTD";"FREDDY CASH LOAN";"registered";"2017/04/06"
"ROFNORAH FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/04/04"
"AVIOR CAPITAL MARKETS (PTY) LTD";"";"registered";"2017/04/05"
"ROSAAN HOLDINGS (PTY) LTD";"";"registered";"2017/04/07"
"FAIR PLAY ENTERTAINMENT CENTRE (PTY) LTD";"JH and Sons Traders";"registered";"2017/04/03"
"KAMOGELO (PTY) LTD";"";"registered";"2017/03/31"
"GOEDE HOOP SITRUS (PTY) LTD";"";"registered";"2017/03/24"
"ARISTOS EAST LONDON (PTY) LTD";"CASH CRUSADERS";"registered";"2017/03/31"
"TSHATSINDE TRADING AND PROJECTS (PTY) LTD";"TSHATSINDE FINANCIAL SERVICES";"registered";"2017/03/22"
"SO WHAT 2020 INVESTMENT (PTY) LTD";"MICASH FINANCIAL SERVICES";"registered";"2017/04/05"
"FERDINAND STEPHEN THEODOR BEYERS";"FST BEYERS";"registered";"2017/04/03"
"VCP LOANS (PTY) LTD";"";"registered";"2017/04/03"
"RAMOKABA INVESTMENT (PTY) LTD";"MEDUPI MICRO LENDING";"registered";"2017/04/07"
"WILKE FINANCE CC";"MILOC";"registered";"2007/07/26"
"PIARDA KONSULTANTE CC";"";"registered";"2017/04/06"
"WEALTHY CASH LOANS (PTY) LTD";"";"registered";"2017/04/07"
"THAKA BAFUTSANA FUNERAL UNDERTAKER CC";"";"registered";"2017/03/30"
"CRADOCK SAADVERSPREIDERS (PTY) LTD";"";"registered";"2017/04/06"
"TSEPANG-BAITSWENG TRADING AND PROJECTS CC";"";"registered";"2017/03/31"
"MONGAUSAMAN CASH LOANS (PTY) LTD";"";"registered";"2017/04/11"
"NPATMA HOLDINGS (PTY) LTD";"NPATMA FINANCE";"registered";"2017/04/11"
"TALUTA LOANS AND FINANCIAL SERVICES (PTY) LTD";"TALUTA CASH LOANS";"registered";"2017/04/10"
"KOWIE FINANCE (PTY) LTD";"";"registered";"2017/04/07"
"BRINK & CALITZ CC";"CASH CONNECTION";"registered";"2007/08/14"
"UNARINE SUPPLIERS AND PROJECTS CC";"";"registered";"2017/04/11"
"BONGANI MKHWANAZI LOANS (PTY) LTD";"";"registered";"2017/04/07"
"ADIMA FINANCIAL LOAN (PTY) LTD";"ADIMA FINANCIAL LOAN (PTY) LTD";"registered";"2017/03/30"
"VIVA FINANCIAL SERVICES CC";"VIVA CASH LOANS";"registered";"2017/04/10"
"DIMATSHEGO (PTY) LTD";"";"registered";"2017/04/10"
"TSHOMI LOANS (PTY) LTD";"";"registered";"2017/04/11"
"GWEDLA CASH LOAN (PTY) LTD";"";"registered";"2017/04/07"
"INTERNATIONAL HR SOLUTIONS (PTY) LTD";"";"registered";"2017/04/11"
"SIBULELE FINANCIAL SERVICES (PTY) LTD";"SIBULELE FINANCIAL SERVICES";"registered";"2017/04/07"
"GOMOLEMO CC INVESTMENTS (PTY) LTD";"";"registered";"2017/04/06"
"THOMAS FREDERICK DREYER AND CORNELIUS JOHANNES HATTINGH TRADING IN PARTNERSHIP";"CITI CASH LOANS";"registered";"2017/04/12"
"VELOCITY FINANCE (RF) LTD";"";"registered";"2017/04/11"
"K2016169893 (SOUTH AFRICA) (PTY) LTD";"JC FINANCE";"registered";"2017/04/06"
"AFRICA MILESTONES TRADING AND PROJECTS (PTY) LTD";"AM LOANS";"registered";"2017/04/10"
"BAKUBUNG HOMERITE GROUP CC";"RITE FINANCE";"registered";"2017/04/10"
"MBONISI WAGNER KALLIE";"KULCA EASY";"registered";"2017/04/11"
"VISADEX TRADING 69 CC";"";"registered";"2017/04/04"
"KHWEZILEMINI TRADING CC";"";"registered";"2017/04/04"
"JUAN HUA CLOTHING CC";"";"registered";"2017/04/04"
"MERCANTILE HOUSE (PTY) LTD";"";"registered";"2017/04/11"
"DNL CARPENTRY AND FINANCE (PTY) LTD";"";"registered";"2017/04/10"
"ONE CONNECT CELLULAR NR 1 (PTY) LTD";"";"registered";"2017/04/10"
"NOTRE SECURITY SERVICES (PTY) LTD";"CASH FOR YOU INN TABLEVIEW";"registered";"2017/04/07"
"MOHANOE FINANCIAL SERVICES";"";"registered";"2017/04/06"
"SAKHILE NKOSI MANAGEMENT AND CONSULTING (PTY) LTD";"SNMC";"registered";"2017/04/12"
"SAABMEET PROJECTS AND TRADING (PTY) LTD";"SAABMEET LOANS";"registered";"2017/04/12"
"JAN HENDRIK DU PLESSIS";"";"registered";"2017/04/12"
"FIBEX TRADING CC";"";"registered";"2017/04/07"
"LENOR FINANCE (PTY) LTD";"";"registered";"2017/04/10"
"PFUNANANI FINANCIAL SERVICES (PTY) LTD";"PFUNANANI CASH LOANS/ SIZANANI CASH LOANS";"registered";"2017/04/05"
"PULSE AFFORDABLE HOUSING (PTY) LTD";"PULSE LIVING";"registered";"2007/07/20"
"MONINO MONEY SOLUTION (PTY) LTD";"";"registered";"2017/04/13"
"CHRISTINA PETRONELLA SCHREIBER";"RPS CASH LOANS";"registered";"2017/04/12"
"CHARL ESTERHUYSEN";"COMRAND BROKERS WITBANK";"registered";"2017/04/18"
"LIMO CREDIT SOLUTIONS (PTY) LTD";"";"registered";"2017/04/11"
"DAVISON AND VAJETH PROPERTIES CC";"AIDA MIDRAND";"registered";"2017/04/12"
"MUTALULU TRANSPORT AND TRADING CC";"";"registered";"2017/04/12"
"XIANWEN WANG";"";"registered";"2017/04/13"
"ASHRAF BRINK (PTY) LTD";"WELLINGTON CASH LOANS";"registered";"2017/04/13"
"STRUCSTAR INVESTMENTS (PTY) LTD";"";"registered";"2017/04/19"
"AYALWAZI CASH FLOW (PTY) LTD";"";"registered";"2017/04/18"
"RANDMIC FINANCIAL SOLUTIONS (PTY) LTD";"RANDMIC FINANC E";"registered";"2017/04/14"
"TIME LIFE INVESTMENTS (PTY) LTD";"";"registered";"2017/04/18"
"LIKE BEVY TRADING (PTY) LTD";"";"registered";"2017/04/15"
"MTM CASH CORPORATION (PTY) LTD";"CASH CORPORATION";"registered";"2017/04/17"
"KOALA TRADING (PTY) LTD";"";"registered";"2017/04/14"
"MAGNACORP 133 BK";"";"registered";"2017/04/13"
"QUANTUM FOODS (PTY) LTD";"";"registered";"2017/04/18"
"MONEY MARKET CREDIT PROVIDER GROUP CC";"";"registered";"2007/07/11"
"CAMITORQUE (PTY) LTD";"CAR PAWN";"registered";"2017/04/18"
"M AND H BRIDGING FINANCE (PTY) LTD";"";"registered";"2017/04/21"
"ANN DESERe KOBUS";"";"registered";"2017/04/21"
"JJJ CASH LOANS CC";"";"registered";"2017/04/20"
"KHOMOTJO OSCAR MOKOENA";"MADAGAS FINANCE";"registered";"2017/04/24"
"VIRIDI LUX FINANCE (PTY) LTD";"";"registered";"2017/04/24"
"MOZAZA GROUP SOLUTIONS (PTY) LTD";"";"registered";"2017/04/25"
"MOTLAKADIRA GENERAL DEALER AND CASH LOANS (PTY) LTD";"";"registered";"2017/04/19"
"GEERLINGS PROPERTY INVESTMENTS (PTY) LTD";"";"registered";"2017/04/20"
"RAUL CASH LOANS (PTY) LTD";"";"registered";"2017/04/19"
"MIDWICKET TRADING 556 CC";"CENTRAL BRIDGING";"registered";"2017/04/19"
"JC FINANSIELE DIENSTE (PTY) LTD";"LOANS FOR U JACOBSDAL";"registered";"2017/04/11"
"LOLO FINANCIAL PROVIDERS (PTY) LTD";"LOLO FINANCIAL PROVIDERS";"registered";"2017/04/21"
"THERESA EVELYN RAUTENBACH";"RIVIERDRAAI BOERDERY";"registered";"2017/04/19"
"MANINGHI-NINGHI TRADING (PTY) LTD";"COLLY-MORE FINANCIAL SOLUTIONS";"registered";"2017/04/18"
"PERCY IVAN BOGGENPOEL";"CROSS STREET CASH LOANS";"registered";"2017/04/24"
"WE LEND AFRICA (PTY) LTD";"WE LEND";"registered";"2017/04/24"
"RITSHIDZE BUSINESS ENETERPRISE (PTY) LTD";"";"registered";"2017/04/24"
"CORPRENT LEASING CC";"";"registered";"2017/04/24"
"MICHAEL BOSCH FINANCIAL SERVICES CC";"MB CASH LOANS";"registered";"2007/08/15"
"ALL-VIC TRADING ENTERPRISE (PTY) LTD";"";"registered";"2017/04/18"
"COMMERCIAL MORTGAGE COMPANY (PTY) LTD";"";"registered";"2017/04/12"
"E 87 MATHIBELA FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/04/20"
"VITAL FUND MANAGEMENT (PTY) LTD";"";"registered";"2017/04/20"
"PIETER JACOBUS BRITZ";"CENTRAL CASHLONAS AND LEGAL CHECK";"registered";"2017/04/18"
"K L M N FINANCE CC";"";"registered";"2017/04/19"
"ALBATROSS GROUP (PTY) LTD";"ALBATROSS MONEY";"registered";"2017/04/19"
"MODUPE FINANCIAL SERVICES CC";"";"registered";"2017/04/19"
"BRIGHT STAR CASH LOAN (PTY) LTD";"";"registered";"2017/04/18"
"RATSHILI TSHIVHASE";"RAT FINANCIAL SERVICES";"registered";"2017/04/26"
"MICRO FINANCE SOLUTIONS CC";"";"registered";"2007/08/28"
"EASYPAY CASH LON (PTY) LTD";"EASYPAY CASH LOANS";"registered";"2017/04/24"
"K2016505514 (SOUTH AFRICA) (PTY) LTD";"";"registered";"2017/04/25"
"LETSIJO INVESTMENTS (PTY) LTD";"";"registered";"2017/04/25"
"ACORN INVESTMENTS AND PROPERTIES (PTY) LTD";"ACORN BUSH";"registered";"2017/04/28"
"BEETHA CONSTRUCTION AND PROJECTS (PTY) LTD";"";"registered";"2017/04/21"
"MOGANE K K TRADING PROJECTS (PTY) LTD";"PAY DAY";"registered";"2017/04/25"
"CONVENIENT CASH LOAN (PTY) LTD";"";"registered";"2017/04/25"
"INSTA CASH (PTY) LTD";"INSTA-CASH";"registered";"2017/04/24"
"ROYAL CREDIT AND FINANCE (PTY) LTD";"";"registered";"2017/04/20"
"DEPORTERS HOLDINGS (PTY) LTD";"";"registered";"2017/04/21"
"JOHANNES NICOLAAS LAMBRECHTS";"JN LAMBRECHTS";"registered";"2017/04/25"
"MY LITTLE LOAN (PTY) LTD";"";"registered";"2017/04/26"
"INFLATE FINANCE (PTY) LTD";"";"registered";"2017/04/25"
"NETI TRADING CC";"";"registered";"2017/04/26"
"TIMNET MANAGEMENT CONSULTING (PTY) LTD";"";"registered";"2017/04/24"
"KUNGANI CONSTRUCTION AND PROJECTS CC";"DEBT EASY FINANCE";"registered";"2017/04/24"
"SHINING TRADING ENTERPRISE SOLUTIONS (PTY) LTD";"SHINING TRADING ENTERPRISE SOLUTIONS";"registered";"2017/04/21"
"TILLUES DIVERSE FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/04/18"
"IN TOUCH OUTDOOR (PTY) LTD";"";"registered";"2017/04/20"
"MONEY FUNDERS (PTY) LTD";"";"registered";"2017/04/21"
"NAKEDI BRILLIANT SERVICES (PTY) LTD";"";"registered";"2017/05/03"
"THALENTA CASH LOAN (PTY) LTD";"";"registered";"2017/04/06"
"VISIONWORK BUSINESS SOLUTIONS (PTY) LTD";"";"registered";"2017/04/26"
"THANETHA FINANCE CO OPERATION (PTY) LTD";"";"registered";"2017/05/04"
"THULISILE PHILLIPINE MAZIBUKO";"TK LOANS";"registered";"2017/05/03"
